ENSG00000000003
ENSG00000183808
ENSG00000183813
ENSG00000183814
ENSG00000183826
ENSG00000183828
ENSG00000183831
ENSG00000183833
ENSG00000183837
ENSG00000183840
ENSG00000183844
ENSG00000183850
ENSG00000183853
ENSG00000183856
ENSG00000183862
ENSG00000183864
ENSG00000183873
ENSG00000183876
ENSG00000183878
ENSG00000183888
ENSG00000183889
ENSG00000183891
ENSG00000183908
ENSG00000183914
ENSG00000183918
ENSG00000183921
ENSG00000183943
ENSG00000183955
ENSG00000183960
ENSG00000183963
ENSG00000183971
ENSG00000183977
ENSG00000183978
ENSG00000183979
ENSG00000184005
ENSG00000184007
ENSG00000184009
ENSG00000184012
ENSG00000184014
ENSG00000184022
ENSG00000184032
ENSG00000184033
ENSG00000184047
ENSG00000184056
ENSG00000184058
ENSG00000184060
ENSG00000184076
ENSG00000184083
ENSG00000184108
ENSG00000184110
ENSG00000184113
ENSG00000184117
ENSG00000184140
ENSG00000184144
ENSG00000184148
ENSG00000184154
ENSG00000184155
ENSG00000184156
ENSG00000184160
ENSG00000184162
ENSG00000184163
ENSG00000184164
ENSG00000184166
ENSG00000184178
ENSG00000184182
ENSG00000184185
ENSG00000184194
ENSG00000184203
ENSG00000184205
ENSG00000184206
ENSG00000184207
ENSG00000184208
ENSG00000184209
ENSG00000184210
ENSG00000184216
ENSG00000184220
ENSG00000184221
ENSG00000184226
ENSG00000184227
ENSG00000184232
ENSG00000184254
ENSG00000184258
ENSG00000184260
ENSG00000184261
ENSG00000184270
ENSG00000184271
ENSG00000184276
ENSG00000184277
ENSG00000184281
ENSG00000184292
ENSG00000184293
ENSG00000184302
ENSG00000184304
ENSG00000184305
ENSG00000184307
ENSG00000184313
ENSG00000184330
ENSG00000184343
ENSG00000184344
ENSG00000184345
ENSG00000184347
ENSG00000184349
ENSG00000184350
ENSG00000184351
ENSG00000184357
ENSG00000184361
ENSG00000184363
ENSG00000184368
ENSG00000184371
ENSG00000184374
ENSG00000184378
ENSG00000184381
ENSG00000184384
ENSG00000184388
ENSG00000184389
ENSG00000184394
ENSG00000184402
ENSG00000184408
ENSG00000184428
ENSG00000184432
ENSG00000184434
ENSG00000184436
ENSG00000184445
ENSG00000184451
ENSG00000184454
ENSG00000184459
ENSG00000184465
ENSG00000184470
ENSG00000184471
ENSG00000184478
ENSG00000184481
ENSG00000184486
ENSG00000184489
ENSG00000184492
ENSG00000184497
ENSG00000184500
ENSG00000184502
ENSG00000184507
ENSG00000184508
ENSG00000184515
ENSG00000184517
ENSG00000184524
ENSG00000184530
ENSG00000184544
ENSG00000184545
ENSG00000184557
ENSG00000184560
ENSG00000184564
ENSG00000184571
ENSG00000184574
ENSG00000184575
ENSG00000184584
ENSG00000184588
ENSG00000184599
ENSG00000184601
ENSG00000184602
ENSG00000184611
ENSG00000184613
ENSG00000184619
ENSG00000184634
ENSG00000184635
ENSG00000184640
ENSG00000184647
ENSG00000184650
ENSG00000184659
ENSG00000184661
ENSG00000184672
ENSG00000184675
ENSG00000184677
ENSG00000184678
ENSG00000184697
ENSG00000184698
ENSG00000184702
ENSG00000184708
ENSG00000184709
ENSG00000184716
ENSG00000184719
ENSG00000184724
ENSG00000184730
ENSG00000184731
ENSG00000184735
ENSG00000184743
ENSG00000184752
ENSG00000184761
ENSG00000184785
ENSG00000184786
ENSG00000184787
ENSG00000184788
ENSG00000184792
ENSG00000184811
ENSG00000184814
ENSG00000184828
ENSG00000184831
ENSG00000184838
ENSG00000184840
ENSG00000184845
ENSG00000184857
ENSG00000184860
ENSG00000184863
ENSG00000184867
ENSG00000184887
ENSG00000184895
ENSG00000184897
ENSG00000184898
ENSG00000184900
ENSG00000184903
ENSG00000184905
ENSG00000184908
ENSG00000184911
ENSG00000184916
ENSG00000184922
ENSG00000184923
ENSG00000184924
ENSG00000184925
ENSG00000184933
ENSG00000184937
ENSG00000184939
ENSG00000184945
ENSG00000184949
ENSG00000184954
ENSG00000184956
ENSG00000184967
ENSG00000184979
ENSG00000184983
ENSG00000184984
ENSG00000184985
ENSG00000184986
ENSG00000184988
ENSG00000184990
ENSG00000184992
ENSG00000184995
ENSG00000184999
ENSG00000185000
ENSG00000185002
ENSG00000185008
ENSG00000185009
ENSG00000185010
ENSG00000185013
ENSG00000185015
ENSG00000185019
ENSG00000185022
ENSG00000185024
ENSG00000185028
ENSG00000185033
ENSG00000185038
ENSG00000185040
ENSG00000185043
ENSG00000185046
ENSG00000185049
ENSG00000185052
ENSG00000185053
ENSG00000185055
ENSG00000185056
ENSG00000185069
ENSG00000185070
ENSG00000185085
ENSG00000185088
ENSG00000185090
ENSG00000185100
ENSG00000185101
ENSG00000185104
ENSG00000185105
ENSG00000185112
ENSG00000185115
ENSG00000185122
ENSG00000185127
ENSG00000185129
ENSG00000185130
ENSG00000185133
ENSG00000185149
ENSG00000185155
ENSG00000185156
ENSG00000185158
ENSG00000185163
ENSG00000185164
ENSG00000185176
ENSG00000185177
ENSG00000185187
ENSG00000185189
ENSG00000185198
ENSG00000185201
ENSG00000185215
ENSG00000185219
ENSG00000185220
ENSG00000185222
ENSG00000185231
ENSG00000185236
ENSG00000185238
ENSG00000185245
ENSG00000185246
ENSG00000185247
ENSG00000185250
ENSG00000185252
ENSG00000185261
ENSG00000185262
ENSG00000185264
ENSG00000185267
ENSG00000185269
ENSG00000185271
ENSG00000185272
ENSG00000185274
ENSG00000185278
ENSG00000185290
ENSG00000185291
ENSG00000185294
ENSG00000185298
ENSG00000185303
ENSG00000185304
ENSG00000185305
ENSG00000185306
ENSG00000185313
ENSG00000185324
ENSG00000185332
ENSG00000185338
ENSG00000185339
ENSG00000185340
ENSG00000185344
ENSG00000185345
