ENSG00000000003
ENSG00000188659
ENSG00000188672
ENSG00000188674
ENSG00000188676
ENSG00000188677
ENSG00000188687
ENSG00000188690
ENSG00000188691
ENSG00000188694
ENSG00000188706
ENSG00000188707
ENSG00000188710
ENSG00000188716
ENSG00000188725
ENSG00000188729
ENSG00000188730
ENSG00000188732
ENSG00000188735
ENSG00000188738
ENSG00000188739
ENSG00000188747
ENSG00000188760
ENSG00000188761
ENSG00000188763
ENSG00000188766
ENSG00000188770
ENSG00000188771
ENSG00000188778
ENSG00000188779
ENSG00000188782
ENSG00000188783
ENSG00000188784
ENSG00000188785
ENSG00000188786
ENSG00000188800
ENSG00000188803
ENSG00000188807
ENSG00000188811
ENSG00000188816
ENSG00000188817
ENSG00000188818
ENSG00000188820
ENSG00000188822
ENSG00000188827
ENSG00000188828
ENSG00000188833
ENSG00000188846
ENSG00000188848
ENSG00000188859
ENSG00000188868
ENSG00000188869
ENSG00000188878
ENSG00000188883
ENSG00000188886
ENSG00000188895
ENSG00000188897
ENSG00000188906
ENSG00000188909
ENSG00000188910
ENSG00000188916
ENSG00000188917
ENSG00000188921
ENSG00000188931
ENSG00000188937
ENSG00000188938
ENSG00000188958
ENSG00000188959
ENSG00000188976
ENSG00000188981
ENSG00000188984
ENSG00000188986
ENSG00000188991
ENSG00000188992
ENSG00000188993
ENSG00000188994
ENSG00000188996
ENSG00000188997
ENSG00000189001
ENSG00000189007
ENSG00000189013
ENSG00000189023
ENSG00000189030
ENSG00000189037
ENSG00000189042
ENSG00000189043
ENSG00000189045
ENSG00000189046
ENSG00000189050
ENSG00000189051
ENSG00000189052
ENSG00000189056
ENSG00000189057
ENSG00000189058
ENSG00000189060
ENSG00000189064
ENSG00000189067
ENSG00000189068
ENSG00000189077
ENSG00000189079
ENSG00000189090
ENSG00000189091
ENSG00000189099
ENSG00000189108
ENSG00000189114
ENSG00000189120
ENSG00000189127
ENSG00000189129
ENSG00000189132
ENSG00000189134
ENSG00000189139
ENSG00000189143
ENSG00000189144
ENSG00000189152
ENSG00000189157
ENSG00000189159
ENSG00000189164
ENSG00000189167
ENSG00000189169
ENSG00000189171
ENSG00000189180
ENSG00000189181
ENSG00000189182
ENSG00000189184
ENSG00000189186
ENSG00000189190
ENSG00000189195
ENSG00000189221
ENSG00000189227
ENSG00000189233
ENSG00000189241
ENSG00000189252
ENSG00000189253
ENSG00000189266
ENSG00000189269
ENSG00000189280
ENSG00000189283
ENSG00000189292
ENSG00000189298
ENSG00000189299
ENSG00000189306
ENSG00000189308
ENSG00000189319
ENSG00000189320
ENSG00000189325
ENSG00000189326
ENSG00000189334
ENSG00000189337
ENSG00000189339
ENSG00000189350
ENSG00000189357
ENSG00000189362
ENSG00000189366
ENSG00000189367
ENSG00000189369
ENSG00000189375
ENSG00000189376
ENSG00000189377
ENSG00000189401
ENSG00000189403
ENSG00000189409
ENSG00000189410
ENSG00000189420
ENSG00000189430
ENSG00000189431
ENSG00000189433
ENSG00000196071
ENSG00000196072
ENSG00000196074
ENSG00000196081
ENSG00000196083
ENSG00000196090
ENSG00000196091
ENSG00000196092
ENSG00000196098
ENSG00000196099
ENSG00000196104
ENSG00000196109
ENSG00000196110
ENSG00000196116
ENSG00000196118
ENSG00000196119
ENSG00000196123
ENSG00000196126
ENSG00000196131
ENSG00000196132
ENSG00000196136
ENSG00000196139
ENSG00000196141
ENSG00000196150
ENSG00000196151
ENSG00000196152
ENSG00000196154
ENSG00000196155
ENSG00000196156
ENSG00000196159
ENSG00000196166
ENSG00000196169
ENSG00000196171
ENSG00000196172
ENSG00000196177
ENSG00000196182
ENSG00000196184
ENSG00000196187
ENSG00000196188
ENSG00000196189
ENSG00000196196
ENSG00000196199
ENSG00000196208
ENSG00000196209
ENSG00000196214
ENSG00000196218
ENSG00000196220
ENSG00000196224
ENSG00000196227
ENSG00000196228
ENSG00000196230
ENSG00000196233
ENSG00000196235
ENSG00000196236
ENSG00000196240
ENSG00000196242
ENSG00000196247
ENSG00000196248
ENSG00000196260
ENSG00000196262
ENSG00000196263
ENSG00000196266
ENSG00000196267
ENSG00000196268
ENSG00000196275
ENSG00000196277
ENSG00000196284
ENSG00000196289
ENSG00000196290
ENSG00000196296
ENSG00000196305
ENSG00000196312
ENSG00000196313
ENSG00000196323
ENSG00000196329
ENSG00000196335
