ENSG00000000003
ENSG00000124602
ENSG00000124608
ENSG00000124610
ENSG00000124613
ENSG00000124614
ENSG00000124615
ENSG00000124635
ENSG00000124641
ENSG00000124657
ENSG00000124659
ENSG00000124664
ENSG00000124678
ENSG00000124688
ENSG00000124701
ENSG00000124702
ENSG00000124713
ENSG00000124721
ENSG00000124731
ENSG00000124733
ENSG00000124743
ENSG00000124749
ENSG00000124762
ENSG00000124766
ENSG00000124767
ENSG00000124772
ENSG00000124780
ENSG00000124782
ENSG00000124783
ENSG00000124784
ENSG00000124785
ENSG00000124786
ENSG00000124787
ENSG00000124788
ENSG00000124789
ENSG00000124795
ENSG00000124802
ENSG00000124812
ENSG00000124813
ENSG00000124818
ENSG00000124827
ENSG00000124831
ENSG00000124839
ENSG00000124875
ENSG00000124882
ENSG00000124900
ENSG00000124920
ENSG00000124935
ENSG00000124939
ENSG00000124942
ENSG00000125037
ENSG00000125046
ENSG00000125084
ENSG00000125089
ENSG00000125107
ENSG00000125122
ENSG00000125124
ENSG00000125144
ENSG00000125148
ENSG00000125149
ENSG00000125166
ENSG00000125170
ENSG00000125207
ENSG00000125245
ENSG00000125246
ENSG00000125247
ENSG00000125249
ENSG00000125255
ENSG00000125257
ENSG00000125266
ENSG00000125285
ENSG00000125304
ENSG00000125319
ENSG00000125337
ENSG00000125347
ENSG00000125351
ENSG00000125352
ENSG00000125354
ENSG00000125355
ENSG00000125356
ENSG00000125363
ENSG00000125375
ENSG00000125378
ENSG00000125384
ENSG00000125386
ENSG00000125388
ENSG00000125398
ENSG00000125409
ENSG00000125414
ENSG00000125430
ENSG00000125434
ENSG00000125445
ENSG00000125447
ENSG00000125449
ENSG00000125450
ENSG00000125454
ENSG00000125457
ENSG00000125458
ENSG00000125459
ENSG00000125462
ENSG00000125482
ENSG00000125484
ENSG00000125485
ENSG00000125492
ENSG00000125498
ENSG00000125503
ENSG00000125505
ENSG00000125508
ENSG00000125510
ENSG00000125520
ENSG00000125522
ENSG00000125531
ENSG00000125533
ENSG00000125534
ENSG00000125538
ENSG00000125551
ENSG00000125571
ENSG00000125611
ENSG00000125618
ENSG00000125629
ENSG00000125630
ENSG00000125633
ENSG00000125637
ENSG00000125648
ENSG00000125650
ENSG00000125651
ENSG00000125652
ENSG00000125656
ENSG00000125657
ENSG00000125675
ENSG00000125676
ENSG00000125686
ENSG00000125691
ENSG00000125703
ENSG00000125726
ENSG00000125730
ENSG00000125731
ENSG00000125733
ENSG00000125734
ENSG00000125735
ENSG00000125740
ENSG00000125741
ENSG00000125743
ENSG00000125744
ENSG00000125746
ENSG00000125753
ENSG00000125755
ENSG00000125772
ENSG00000125775
ENSG00000125779
ENSG00000125780
ENSG00000125787
ENSG00000125788
ENSG00000125798
ENSG00000125810
ENSG00000125812
ENSG00000125813
ENSG00000125814
ENSG00000125815
ENSG00000125816
ENSG00000125817
ENSG00000125818
ENSG00000125820
ENSG00000125821
ENSG00000125823
ENSG00000125826
ENSG00000125827
ENSG00000125831
ENSG00000125834
ENSG00000125835
ENSG00000125841
ENSG00000125843
ENSG00000125844
ENSG00000125845
ENSG00000125846
ENSG00000125848
ENSG00000125850
ENSG00000125851
ENSG00000125861
ENSG00000125863
ENSG00000125864
ENSG00000125868
ENSG00000125869
ENSG00000125870
ENSG00000125871
ENSG00000125872
ENSG00000125875
