ENSG00000000003
ENSG00000172137
ENSG00000172139
ENSG00000172146
ENSG00000172150
ENSG00000172154
ENSG00000172155
ENSG00000172156
ENSG00000172159
ENSG00000172164
ENSG00000172167
ENSG00000172171
ENSG00000172172
ENSG00000172175
ENSG00000172179
ENSG00000172183
ENSG00000172188
ENSG00000172197
ENSG00000172199
ENSG00000172201
ENSG00000172208
ENSG00000172209
ENSG00000172215
ENSG00000172216
ENSG00000172232
ENSG00000172236
ENSG00000172238
ENSG00000172239
ENSG00000172243
ENSG00000172244
ENSG00000172247
ENSG00000172260
ENSG00000172262
ENSG00000172264
ENSG00000172269
ENSG00000172270
ENSG00000172273
ENSG00000172288
ENSG00000172289
ENSG00000172292
ENSG00000172296
ENSG00000172301
ENSG00000172315
ENSG00000172318
ENSG00000172320
ENSG00000172322
ENSG00000172324
ENSG00000172331
ENSG00000172336
ENSG00000172339
ENSG00000172340
ENSG00000172345
ENSG00000172346
ENSG00000172348
ENSG00000172349
ENSG00000172350
ENSG00000172352
ENSG00000172354
ENSG00000172361
ENSG00000172362
ENSG00000172365
ENSG00000172366
ENSG00000172367
ENSG00000172375
ENSG00000172377
ENSG00000172379
ENSG00000172380
ENSG00000172382
ENSG00000172399
ENSG00000172403
ENSG00000172404
ENSG00000172409
ENSG00000172410
ENSG00000172421
ENSG00000172425
ENSG00000172426
ENSG00000172428
ENSG00000172432
ENSG00000172456
ENSG00000172457
ENSG00000172458
ENSG00000172459
ENSG00000172461
ENSG00000172464
ENSG00000172465
ENSG00000172466
ENSG00000172468
ENSG00000172469
ENSG00000172476
ENSG00000172478
ENSG00000172482
ENSG00000172487
ENSG00000172489
ENSG00000172493
ENSG00000172497
ENSG00000172500
ENSG00000172508
ENSG00000172519
ENSG00000172530
ENSG00000172531
ENSG00000172534
ENSG00000172538
ENSG00000172543
ENSG00000172548
ENSG00000172551
ENSG00000172554
ENSG00000172568
ENSG00000172572
ENSG00000172575
ENSG00000172578
ENSG00000172586
ENSG00000172590
ENSG00000172594
ENSG00000172602
ENSG00000172613
ENSG00000172638
ENSG00000172640
ENSG00000172650
ENSG00000172661
ENSG00000172663
ENSG00000172667
ENSG00000172671
ENSG00000172673
ENSG00000172680
ENSG00000172687
ENSG00000172689
ENSG00000172716
ENSG00000172717
ENSG00000172724
ENSG00000172725
ENSG00000172728
ENSG00000172731
ENSG00000172732
ENSG00000172733
ENSG00000172738
ENSG00000172742
ENSG00000172748
ENSG00000172752
ENSG00000172757
ENSG00000172765
ENSG00000172766
ENSG00000172769
ENSG00000172771
ENSG00000172772
ENSG00000172775
ENSG00000172780
ENSG00000172782
ENSG00000172785
ENSG00000172789
ENSG00000172794
ENSG00000172795
ENSG00000172803
ENSG00000172809
ENSG00000172817
ENSG00000172818
ENSG00000172819
ENSG00000172824
ENSG00000172828
ENSG00000172830
ENSG00000172831
ENSG00000172840
ENSG00000172845
ENSG00000172867
ENSG00000172869
ENSG00000172878
ENSG00000172888
ENSG00000172889
ENSG00000172890
ENSG00000172893
ENSG00000172901
ENSG00000172915
ENSG00000172922
ENSG00000172927
ENSG00000172932
ENSG00000172935
ENSG00000172936
ENSG00000172938
ENSG00000172939
ENSG00000172940
ENSG00000172943
ENSG00000172954
ENSG00000172955
ENSG00000172967
ENSG00000172969
ENSG00000172977
ENSG00000172985
ENSG00000172986
ENSG00000172987
ENSG00000172992
ENSG00000172995
ENSG00000173011
ENSG00000173013
ENSG00000173020
ENSG00000173039
ENSG00000173040
ENSG00000173041
ENSG00000173064
ENSG00000173065
ENSG00000173068
ENSG00000173077
ENSG00000173080
ENSG00000173083
ENSG00000173085
ENSG00000173093
ENSG00000173110
ENSG00000173113
ENSG00000173114
ENSG00000173120
ENSG00000173124
ENSG00000173137
ENSG00000173141
ENSG00000173145
ENSG00000173153
ENSG00000173156
ENSG00000173157
ENSG00000173163
ENSG00000173166
ENSG00000173171
ENSG00000173175
ENSG00000173193
ENSG00000173198
ENSG00000173200
ENSG00000173207
ENSG00000173208
ENSG00000173210
ENSG00000173212
ENSG00000173213
ENSG00000173214
ENSG00000173218
ENSG00000173221
ENSG00000173226
ENSG00000173227
ENSG00000173230
ENSG00000173237
ENSG00000173239
ENSG00000173250
ENSG00000173253
ENSG00000173258
ENSG00000173261
ENSG00000173262
ENSG00000173264
ENSG00000173267
ENSG00000173269
ENSG00000173272
ENSG00000173273
ENSG00000173275
ENSG00000173276
ENSG00000173281
ENSG00000173285
ENSG00000173302
ENSG00000173320
ENSG00000173327
ENSG00000173334
ENSG00000173335
ENSG00000173338
ENSG00000173349
ENSG00000173366
ENSG00000173369
ENSG00000173372
ENSG00000173376
ENSG00000173389
ENSG00000173391
ENSG00000173401
ENSG00000173402
ENSG00000173404
ENSG00000173406
ENSG00000173409
ENSG00000173418
ENSG00000173421
ENSG00000173431
ENSG00000173432
ENSG00000173436
ENSG00000173442
ENSG00000173451
ENSG00000173452
ENSG00000173456
ENSG00000173457
ENSG00000173464
ENSG00000173465
ENSG00000173467
ENSG00000173473
ENSG00000173480
ENSG00000173482
ENSG00000173486
ENSG00000173511
ENSG00000173517
ENSG00000173530
ENSG00000173531
ENSG00000173535
ENSG00000173540
ENSG00000173542
ENSG00000173545
ENSG00000173546
ENSG00000173548
ENSG00000173557
ENSG00000173559
ENSG00000173567
ENSG00000173572
ENSG00000173575
ENSG00000173578
ENSG00000173581
ENSG00000173585
ENSG00000173588
ENSG00000173597
ENSG00000173598
ENSG00000173599
ENSG00000173610
ENSG00000173611
ENSG00000173612
ENSG00000173614
ENSG00000173621
ENSG00000173626
ENSG00000173627
ENSG00000173638
ENSG00000173641
ENSG00000173653
ENSG00000173660
ENSG00000173662
ENSG00000173673
ENSG00000173674
ENSG00000173678
ENSG00000173679
ENSG00000173681
ENSG00000173692
ENSG00000173698
ENSG00000173699
ENSG00000173702
ENSG00000173705
ENSG00000173706
ENSG00000173714
ENSG00000173715
ENSG00000173726
ENSG00000173728
ENSG00000173744
ENSG00000173757
ENSG00000173762
ENSG00000173769
ENSG00000173786
ENSG00000173801
ENSG00000173805
ENSG00000173809
ENSG00000173812
ENSG00000173818
ENSG00000173821
ENSG00000173825
ENSG00000173826
ENSG00000173838
ENSG00000173846
ENSG00000173848
ENSG00000173852
ENSG00000173868
ENSG00000173875
ENSG00000173889
ENSG00000173890
ENSG00000173894
ENSG00000173898
ENSG00000173905
ENSG00000173908
ENSG00000173914
ENSG00000173915
ENSG00000173917
ENSG00000173918
ENSG00000173926
ENSG00000173928
ENSG00000173930
ENSG00000173933
ENSG00000173947
ENSG00000173950
ENSG00000173960
ENSG00000173976
ENSG00000173988
ENSG00000173991
ENSG00000173992
ENSG00000174004
ENSG00000174007
ENSG00000174010
ENSG00000174013
ENSG00000174015
ENSG00000174016
ENSG00000174021
ENSG00000174032
ENSG00000174038
ENSG00000174059
ENSG00000174080
ENSG00000174099
ENSG00000174106
ENSG00000174109
ENSG00000174123
ENSG00000174125
ENSG00000174130
ENSG00000174132
ENSG00000174136
ENSG00000174137
ENSG00000174145
ENSG00000174151
ENSG00000174156
ENSG00000174165
ENSG00000174173
ENSG00000174175
ENSG00000174177
ENSG00000174197
ENSG00000174206
ENSG00000174225
ENSG00000174226
ENSG00000174227
ENSG00000174231
ENSG00000174233
ENSG00000174236
ENSG00000174238
ENSG00000174243
ENSG00000174255
ENSG00000174276
ENSG00000174279
ENSG00000174282
ENSG00000174292
ENSG00000174306
ENSG00000174307
ENSG00000174325
ENSG00000174326
ENSG00000174327
ENSG00000174332
ENSG00000174339
ENSG00000174343
ENSG00000174348
ENSG00000174358
ENSG00000174370
ENSG00000174371
ENSG00000174373
ENSG00000174405
ENSG00000174417
ENSG00000174428
ENSG00000174429
ENSG00000174437
ENSG00000174442
ENSG00000174444
ENSG00000174446
ENSG00000174448
ENSG00000174450
ENSG00000174453
ENSG00000174456
ENSG00000174460
ENSG00000174469
ENSG00000174473
ENSG00000174482
ENSG00000174483
ENSG00000174485
ENSG00000174498
ENSG00000174500
ENSG00000174501
ENSG00000174502
ENSG00000174514
ENSG00000174516
ENSG00000174521
ENSG00000174527
ENSG00000174529
ENSG00000174547
ENSG00000174562
ENSG00000174564
ENSG00000174567
ENSG00000174574
ENSG00000174576
ENSG00000174579
ENSG00000174586
ENSG00000174599
ENSG00000174600
ENSG00000174606
ENSG00000174607
ENSG00000174611
ENSG00000174628
ENSG00000174640
ENSG00000174652
ENSG00000174667
ENSG00000174669
ENSG00000174672
ENSG00000174684
ENSG00000174695
ENSG00000174697
ENSG00000174705
ENSG00000174718
ENSG00000174720
ENSG00000174721
ENSG00000174738
ENSG00000174740
ENSG00000174744
ENSG00000174748
ENSG00000174749
ENSG00000174775
ENSG00000174776
ENSG00000174780
